% BSU Number ;% Gene_Name ;% number messenger  ;number protein;promoter_efficiency  (1/s);messenger degradation (1/s);rbs_eficiency (1/s);protein degradation (1/s)
BSU01690;ybbH;0.98074;28.8293;0.026222;0.026737;0.014534;0.00049444
BSU01700;ybbI;2.6177;34.0328;0.034164;0.013051;0.0064283;0.00049444
BSU01710;ybbJ;0.26109;1.3668;0.0043809;0.016779;0.0025884;0.00049444
BSU01720;ybbK;0.91696;11.3235;0.021119;0.023032;0.0061059;0.00049444
BSU01730;sigW;5.672;296.876;0.043753;0.007714;0.02588;0.00049444
BSU01740;ybbM;3.3576;60.0464;0.024335;0.0072475;0.0088424;0.00049444
BSU01750;ybbP;1.9283;67.9891;0.048019;0.024902;0.017433;0.00049444
BSU01760;ybbR;5.1687;67.0852;0.11674;0.022585;0.0064175;0.00049444
BSU01770;ybbT;8.709;1416.0591;0.11903;0.013667;0.080395;0.00049444
BSU01780;glmS;8.638;1448.7242;0.16028;0.018555;0.082926;0.00049444
BSU01790;ybbU;0.46581;95.996;0.016267;0.034921;0.1019;0.00049444
BSU01800;alkA;0.29089;9.0851;0.0055908;0.019219;0.015442;0.00049444
BSU01810;adaA;0.054504;100.5174;0.0012583;0.023086;0.91186;0.00049444
BSU01820;adaB;0.064303;8.7855;0.00097675;0.01519;0.067554;0.00049444
BSU01830;ndhF;0.056345;1.1992;0.0012153;0.021569;0.010524;0.00049444
BSU01840;ybcC;0.069458;3.5234;0.0011577;0.016667;0.025081;0.00049444
BSU01850;ybcD;0.10205;5.7731;0.0011022;0.010801;0.027972;0.00049444
BSU01860;ybcF;0.18996;51.647;0.0012509;0.0065853;0.13443;0.00049444
BSU01870;ybcH;0.20632;18.8772;0.001966;0.0095288;0.04524;0.00049444
BSU01880;ybcI;0.19452;3.164;0.0018271;0.0093928;0.0080425;0.00049444
BSU01890;ybcL;0.18785;3.3488;0.00077205;0.0041099;0.0088145;0.00049444
BSU01900;ybcM;0.010501;0.075031;2.1085e-05;0.002008;0.0035329;0.00049444
BSU01910;ybcO;2.5304;110.2746;0.003654;0.0014441;0.021548;0.00049444
BSU01920;ybcP;0.92128;452.9185;0.0017053;0.001851;0.24308;0.00049444
BSU01930;ybcS;0.51823;3.614;0.0010128;0.0019544;0.0034481;0.00049444
BSU01940;ybcT;0.70017;2.1933;0.0072471;0.01035;0.0015488;0.00049444
BSU01950;ybdA;1.3161;16.2714;0.012443;0.0094542;0.0061129;0.00049444
BSU01960;ybdB;0.96403;173.0589;0.0077135;0.0080013;0.088761;0.00049444
BSU01970;ybdD;0.56384;19.6603;0.0037653;0.006678;0.017241;0.00049444
BSU01980;ybdE;0.63374;8.4072;0.0024822;0.0039167;0.0065593;0.00049444
BSU01990;ybdG;0.51998;28.6196;0.0051588;0.0099211;0.027214;0.00049444
BSU02000;ybdJ;0.53319;38.8388;0.0052607;0.0098665;0.036017;0.00049444
BSU02010;ybdK;0.73483;68.4861;0.007993;0.010877;0.046082;0.00049444
BSU02020;ybdL;2.3055;222.2245;0.0035062;0.0015208;0.047659;0.00049444
BSU02030;ybdM;0.22071;32.2415;0.010212;0.046269;0.072227;0.00049444
BSU02040;ybdN;0.88104;6.397;0.012741;0.014462;0.00359;0.00049444
BSU02050;ybdO;2.5847;64.5461;0.035667;0.013799;0.012347;0.00049444
BSU02060;ybxG;0.97891;1.3541;0.013747;0.014043;0.00068397;0.00049444
BSU02070;csgA;0.036173;2.3731;0.0004267;0.011796;0.032437;0.00049444
BSU02080;ybxH;0.012804;0.46549;6.3514e-05;0.0049604;0.017975;0.00049444
BSU02090;ybxI;0.30613;9.7531;0.0012122;0.0039597;0.015753;0.00049444
BSU02100;cypC;0.42244;125.357;0.0026122;0.0061837;0.14673;0.00049444
BSU02110;ybyB;8.405;24.7653;0.014951;0.0017788;0.0014569;0.00049444
BSU02120;ybeC;2.9613;548.3862;0.025223;0.0085176;0.091563;0.00049444
BSU02130;glpQ;2.1205;33.4404;0.0030621;0.0014441;0.0077976;0.00049444
BSU02140;glpT;1.3772;21.083;0.0019887;0.0014441;0.0075693;0.00049444
BSU02150;ybeF;0.038086;1.6557;6.0971e-05;0.0016009;0.021494;0.00049444
BSU02160;ybfA;0.72806;20.5577;0.0051697;0.0071006;0.013961;0.00049444
BSU02170;ybfB;0.36496;7.1596;0.002998;0.0082146;0.0096997;0.00049444
BSU02180;ybfE;1.2492;39.9775;0.011826;0.0094665;0.015823;0.00049444
BSU02190;ybfF;1.3499;43.345;0.013369;0.0099033;0.015876;0.00049444
BSU02200;ybfG;0.59827;38.6918;0.00095071;0.0015891;0.031977;0.00049444
BSU02210;ybfH;0.26903;4.0505;0.002886;0.010727;0.0074444;0.00049444
BSU02220;ybfI;0.27666;20.3608;0.0028066;0.010145;0.036389;0.00049444
BSU02230;purT;5.7105;546.2319;0.0093664;0.0016402;0.047295;0.00049444
BSU02240;mpr;1.068;7.4856;0.024954;0.023364;0.0034654;0.00049444
BSU02250;ybfJ;0.37402;43.265;0.0079449;0.021242;0.057196;0.00049444
BSU02260;ybfK;1.9263;79.3449;0.037147;0.019284;0.020366;0.00049444
BSU02270;pssA;4.1317;11.0957;0.067811;0.016412;0.0013278;0.00049444
BSU02280;ybfM;2.0698;134.4955;0.03099;0.014972;0.032129;0.00049444
BSU02290;psd;2.39;10.9571;0.031787;0.0133;0.0022668;0.00049444
BSU02300;ybfN;0.11772;290.464;0.0010209;0.0086729;1.22;0.00049444
BSU02310;ybfO;0.35482;22.1352;0.00053913;0.0015195;0.030846;0.00049444
BSU02320;ybfP;0.4329;11.5768;0.0024524;0.005665;0.013223;0.00049444
BSU02330;ybfQ;3.0256;629.6294;0.043831;0.014487;0.10289;0.00049444
BSU02340;gltP;0.13891;4.8048;0.0012292;0.0088489;0.017103;0.00049444
BSU02350;gamP;1.8562;87.7159;0.0078225;0.0042143;0.023366;0.00049444
BSU02360;gamA;2.4813;144.7048;0.011616;0.0046815;0.028835;0.00049444
BSU02370;ybgA;0.59128;66.1028;0.011116;0.0188;0.055277;0.00049444
BSU02380;ybgB;0.63544;18.818;0.0010774;0.0016955;0.014643;0.00049444
BSU02390;ybgE;1.8483;424.9536;0.012191;0.0065956;0.11368;0.00049444
BSU02400;ybgF;1.7487;53.9579;0.0083034;0.0047485;0.015257;0.00049444
BSU02410;ybgG;1.6058;147.5349;0.0099973;0.0062259;0.045429;0.00049444
BSU02420;ybgH;0.033708;40.4167;0.00026871;0.0079715;0.59284;0.00049444
BSU02430;ybgJ;0.0066743;0.020319;6.2201e-05;0.0093196;0.0015052;0.00049444
BSU02440;ycbA;0.34845;31.4239;0.0044482;0.012766;0.04459;0.00049444
BSU02450;ycbB;0.35893;9.007;0.0034575;0.009633;0.012408;0.00049444
BSU02460;ycbC;0.095076;2.9236;0.00026349;0.0027713;0.015204;0.00049444
BSU02470;ycbD;0.11244;3.8334;0.0002572;0.0022875;0.016858;0.00049444
BSU02480;ycbE;0.030208;2.8569;0.00029205;0.009668;0.046762;0.00049444
BSU02490;ycbF;0.045317;13.7893;0.00010387;0.002292;0.15045;0.00049444
BSU02500;ycbG;1.6862;161.523;0.0077722;0.0046092;0.047362;0.00049444
BSU02510;ycbH;0.10267;4.924;0.00053857;0.0052455;0.023713;0.00049444
BSU02520;ycbJ;1.9103;23.2957;0.018153;0.0095027;0.0060297;0.00049444
BSU02530;yczA;0.63764;35.7385;0.0029125;0.0045676;0.027713;0.00049444
BSU02540;ycbK;1.151;50.9129;0.0083186;0.0072275;0.021872;0.00049444
BSU02550;ycbL;0.75621;23.8217;0.0062038;0.0082037;0.015576;0.00049444
BSU02560;ycbM;1.2654;10.0618;0.0097714;0.0077219;0.0039315;0.00049444
BSU02570;ycbN;1.2603;94.6108;0.010441;0.0082847;0.037119;0.00049444
BSU02580;ycbO;1.7225;207.0106;0.0125;0.007257;0.059422;0.00049444
BSU02590;ycbP;0.70702;58.1033;0.0018055;0.0025536;0.040634;0.00049444
BSU02600;cwlJ;0.15841;4.6747;0.00098853;0.0062405;0.014591;0.00049444
BSU02610;ycbR;0.39427;14.6851;0.0029807;0.0075601;0.018416;0.00049444
BSU02620;phoD;0.059219;2.15;0.00056731;0.0095798;0.017951;0.00049444
BSU02630;tatAD;0.051183;0.1204;0.00050054;0.0097794;0.0011631;0.00049444
BSU02640;tatCD;0.048925;1.1933;0.00024164;0.0049389;0.01206;0.00049444
BSU02650;pcp;1.0942;11.1215;0.0073177;0.0066875;0.0050254;0.00049444
BSU02660;ycbU;0.54044;21.0448;0.0027906;0.0051637;0.019254;0.00049444
BSU02670;lmrB;0.86203;31.6423;0.010017;0.01162;0.01815;0.00049444
BSU02680;lmrA;0.88114;77.5255;0.010795;0.012251;0.043503;0.00049444
BSU02690;yccC;0.26062;66.6589;0.0011556;0.004434;0.12646;0.00049444
BSU02700;lip;13.2838;1417.5209;0.02488;0.0018729;0.052763;0.00049444
BSU02710;yczC;1.1647;46.6463;0.0052009;0.0044656;0.019803;0.00049444
BSU02720;yccF;2.4003;350.5171;0.019488;0.0081191;0.072205;0.00049444
BSU02730;yccG;0.78115;60.1268;0.0064315;0.0082334;0.038058;0.00049444
BSU02740;yccH;0.57033;2.3687;0.0047157;0.0082684;0.0020535;0.00049444
BSU02750;natA;0.53537;148.0863;0.0038827;0.0072524;0.13677;0.00049444
BSU02760;natB;0.57947;100.0622;0.0034134;0.0058904;0.08538;0.00049444
BSU02770;yccK;0.63587;13.5552;0.0032092;0.0050469;0.01054;0.00049444
BSU02780;ycdA;12.357;1206.0846;0.10027;0.0081146;0.04826;0.00049444
BSU02790;ycdB;0.53562;18.744;0.0028744;0.0053665;0.017303;0.00049444
BSU02800;ycdC;0.70618;25.6382;0.01456;0.020618;0.017951;0.00049444
BSU02810;ycdD;0.42233;105.399;0.0080794;0.01913;0.1234;0.00049444
BSU02820;rapJ;2.4314;45.7478;0.017464;0.0071827;0.009303;0.00049444
BSU02830;ycdF;1.4748;161.5918;0.0033361;0.002262;0.054175;0.00049444
BSU02840;ycdG;1.2998;16.6126;0.0027717;0.0021324;0.0063193;0.00049444
BSU02850;ycdH;1.3031;86.6341;0.011216;0.008607;0.032872;0.00049444
BSU02860;ycdI;0.84582;34.909;0.021648;0.025594;0.020407;0.00049444
BSU02870;yceA;1.4764;10.7201;0.028689;0.019431;0.00359;0.00049444
BSU02880;yceB;0.28422;451.966;0.0030341;0.010675;0.78626;0.00049444
BSU02890;yceC;14.8703;402.6401;0.071367;0.0047993;0.013388;0.00049444
BSU02900;yceD;11.839;322.059;0.064937;0.005485;0.01345;0.00049444
BSU02910;yceE;15.0562;401.5806;0.076979;0.0051128;0.013188;0.00049444
BSU02920;yceF;17.1065;1560.6875;0.11759;0.0068743;0.04511;0.00049444
BSU02930;yceG;7.6985;76.4613;0.03877;0.005036;0.0049108;0.00049444
BSU02940;yceH;4.9361;907.9307;0.027054;0.0054808;0.090946;0.00049444
BSU02950;yceI;3.5578;152.6215;0.016605;0.0046673;0.02121;0.00049444
BSU02960;yceJ;0.11759;10.4331;0.00074099;0.0063016;0.04387;0.00049444
BSU02970;yceK;1.6734;383.9505;0.014181;0.0084747;0.11345;0.00049444
BSU02980;opuAA;8.7701;947.4342;0.047608;0.0054285;0.053415;0.00049444
BSU02990;opuAB;7.7062;118.0014;0.043853;0.0056906;0.0075712;0.00049444
BSU03000;opuAC;10.2467;666.3174;0.057144;0.0055768;0.032152;0.00049444
BSU03010;amhX;3.1305;91.5246;0.016674;0.0053265;0.014456;0.00049444
BSU03020;ycgA;0.35903;224.6682;0.0029228;0.008141;0.30941;0.00049444
BSU03030;ycgB;0.36753;4.9568;0.0054273;0.014767;0.0066684;0.00049444
BSU03040;amyE;0.31831;0.96903;0.0035153;0.011044;0.0015052;0.00049444
BSU03050;ldh;0.27961;1134.6473;0.0023527;0.0084142;2.0064;0.00049444
BSU03060;lctP;0.18039;1.6536;0.0011353;0.0062935;0.0045326;0.00049444
BSU03070;mdr;2.5184;218.4976;0.014229;0.0056502;0.042899;0.00049444
BSU03080;ycgE;0.54336;11.4367;0.0037942;0.0069828;0.010407;0.00049444
BSU03090;ycgF;0.56162;1035.7462;0.0043207;0.0076932;0.91186;0.00049444
BSU03100;ycgG;0.32401;9.0198;0.0023196;0.0071589;0.013764;0.00049444
BSU03110;ycgH;0.0086651;0.22274;3.7514e-05;0.0043293;0.01271;0.00049444
BSU03120;ycgI;0.006538;0.2581;5.2299e-05;0.0079992;0.019519;0.00049444
BSU03130;nadE;2.0593;2147.0878;0.0079218;0.0038468;0.51552;0.00049444
BSU03140;tmrB;0.55409;175.0714;0.0044309;0.0079968;0.15623;0.00049444
BSU03150;aroK;0.45143;108.979;0.004406;0.0097602;0.11936;0.00049444
BSU03160;ycgJ;0.14496;26.8899;0.00095923;0.006617;0.091716;0.00049444
BSU03170;ycgK;0.54069;28.739;0.0072389;0.013388;0.026281;0.00049444
BSU03180;cah;1.4342;104.6351;0.0088405;0.0061642;0.036074;0.00049444
BSU03190;ycgL;1.3331;20.1711;0.0088813;0.0066622;0.0074815;0.00049444
BSU03200;ycgM;0.63665;191.3943;0.0029789;0.0046791;0.14864;0.00049444
BSU03210;ycgN;0.47359;256.763;0.0034432;0.0072705;0.26807;0.00049444
BSU03220;ycgO;1.4399;25.8322;0.0023042;0.0016002;0.0088702;0.00049444
BSU03230;ycgP;0.57803;273.671;0.012856;0.022241;0.2341;0.00049444
BSU03240;ycgQ;1.1188;60.0481;0.0092509;0.0082688;0.026538;0.00049444
BSU03250;ycgR;1.207;17.5248;0.011388;0.0094345;0.0071789;0.00049444
BSU03260;ycgS;0.34655;2.3353;0.0059063;0.017043;0.0033319;0.00049444
BSU03270;ycgT;1.2862;147.7026;0.020165;0.015678;0.056781;0.00049444
BSU03280;nasF;2.4657;148.9119;0.010856;0.0044026;0.029861;0.00049444
BSU03290;nasE;2.1696;32.3241;0.010525;0.0048508;0.0073664;0.00049444
BSU03300;nasD;0.78354;38.9673;0.00388;0.0049518;0.02459;0.00049444
BSU03310;nasC;0.10099;3.9324;0.00072289;0.0071584;0.019254;0.00049444
BSU03320;nasB;0.083277;1.1599;0.0011652;0.013992;0.0068867;0.00049444
BSU03330;nasA;0.10608;261.7405;0.00022766;0.0021462;1.22;0.00049444
BSU03340;yciA;0.032545;0.41112;0.00038681;0.011885;0.0062459;0.00049444
BSU03350;yciB;0.013443;1.1696;0.00011687;0.008694;0.04302;0.00049444
BSU03360;yciC;0.02823;0.31264;0.00017887;0.0063363;0.0054758;0.00049444
BSU03370;yckA;0.43002;52.8387;0.003077;0.0071556;0.060755;0.00049444
BSU03380;yckB;1.45;246.5858;0.010061;0.0069385;0.084082;0.00049444
BSU03390;yckC;0.40291;6.1695;0.0029784;0.0073924;0.0075712;0.00049444
BSU03400;yckD;0.044445;3.5536;0.00027253;0.0061318;0.039533;0.00049444
BSU03410;yckE;0.25859;5.6916;0.00071605;0.002769;0.010883;0.00049444
BSU03420;nin;2.9977;36.6503;0.024903;0.0083073;0.0060451;0.00049444
BSU03430;nucA;6.3461;276.5675;0.0091641;0.0014441;0.021548;0.00049444
BSU03440;tlpC;1.1645;35.1757;0.012812;0.011002;0.014935;0.00049444
BSU03450;hxlB;1.5009;5740.9117;0.0052493;0.0034974;1.8912;0.00049444
BSU03460;hxlA;1.3451;120.8069;0.0049559;0.0036844;0.044407;0.00049444
BSU03470;hxlR;1.2464;16.0644;0.015628;0.012538;0.0063725;0.00049444
BSU03480;srfAA;94.2102;693.8451;0.83947;0.0089106;0.0036415;0.00049444
BSU03490;srfAB;107.2956;5053.2845;0.59435;0.0055394;0.023287;0.00049444
BSU03500;comS;91.2249;7050.2998;0.56717;0.0062173;0.038213;0.00049444
BSU03510;srfAC;65.5916;676.3087;0.26321;0.0040129;0.0050982;0.00049444
BSU03520;srfAD;22.1722;242.7375;0.032018;0.0014441;0.0054131;0.00049444
BSU03530;ycxA;5.7241;20.8613;0.0082659;0.0014441;0.001802;0.00049444
BSU03540;ycxB;0.47014;45.7603;0.0059356;0.012625;0.048125;0.00049444
